"*Nama Kontak","Nama Perusahaan","Email","Alamat","Provinsi","Kota","Nomor Telepon","*Nomor Biaya","*Tanggal Transaksi (dd/mm/yyyy)","Tanggal Jatuh Tempo (dd/mm/yyyy)","Catatan","Termasuk Pajak (Ya / Tidak)","*Kode Akun Biaya","Nama Akun Biaya","Deskripsi Biaya","Pajak Biaya","Jumlah Biaya","Status Dibayar (Ya / Tidak)","Kode Akun Pembayaran","Tag (Beberapa Tag Dipisah Dengan Koma)","Kode Akun Pemotongan","Jumlah Pemotongan","Sisa Tagihan","Total","Tanggal Pembayaran (dd/mm/yyyy)","Pembayaran Kas & Bank"
"TOSERBA","","","","","","","EXP/00470","11/06/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Pengki 2 pcs","","10000","Ya","1-10001","","","","0","10000","11/06/2024","Cash"
"DIRJEN PAJAK","","","","","","","EXP/00468","11/06/2024","","","Tidak","6-60214","Pajak dan Perizinan","Pembayaran PPh Pasal 4 ayat 2 Sewa Tanah dan/atau Bangunan Bulan Mei","","300000","Ya","1-10002","","","","0","300000","11/06/2024","Bank Account"
"HAFIZ","","","","","","","EXP/00467","10/06/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz (2 D)","","200000","Ya","1-10001","","","","0","200000","10/06/2024","Cash"
"ASTUTI","","","","","","","EXP/00466","10/06/2024","","","Tidak","6-60102","Upah","Payroll Astuti (2 D)","","160000","Ya","1-10001","","","","0","160000","10/06/2024","Cash"
"BANK OPERASIONAL","","","","","","","EXP/00465","10/06/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10003","","","","0","2500","10/06/2024","Giro"
"EKSPEDISI","","","","","","","EXP/00464","10/06/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 1.000 kg Up. Tn Indra Yunsetianto Magelang","","1500000","Ya","1-10003","","","","0","1500000","10/06/2024","Giro"
"HAFIZ","","","","","","","EXP/00463","10/06/2024","","","Tidak","6-60002","Komisi & Fee","Komisi Tn. Hafiz","","565000","Ya","1-10003","","","","0","565000","10/06/2024","Giro"
"Shopee","","","","","","","EXP/00461","06/06/2024","","","Tidak","6-60001","Iklan & Promosi","Topup Saldo Iklan Shopee","","28750","Ya","1-10003","","","","0","28750","06/06/2024","Giro"
"KOBRA","","","","","","","EXP/00460","06/06/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 30 kg Up. PT Rimba Sempana Indonesia","","150000","Ya","1-10001","","","","0","150000","06/06/2024","Cash"
"LALAMOVE","","","","","","","EXP/00459","05/06/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Tunggu Bahan Baku Hyosung J1105T 3.000 kg (1,5 jam)","","90000","Ya","1-10003","","","","0","90000","05/06/2024","Giro"
"LALAMOVE","","","","","","","EXP/00458","05/06/2024","","","Tidak","6-60209","Legal & Profesional","Biaya Administrasi Bahan Baku Hyosung J1105T 3.000 kg","","23000","Ya","1-10003","","","","0","23000","05/06/2024","Giro"
"LALAMOVE","","","","","","","EXP/00457","05/06/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Bahan Baku Hyosung J1105T 3.000 kg","","462500","Ya","1-10003","","","","0","462500","05/06/2024","Giro"
"TOKO ONLINE","","","","","","","EXP/00456","05/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Carbon Brush Vacum Cleaner (2 pcs)","","44000","Ya","1-10003","","","","0","44000","05/06/2024","Giro"
"IMA","","","","","","","EXP/00455","04/06/2024","","","Tidak","6-60002","Komisi & Fee","Komisi IMA & Tn. Agus","","2357520","Ya","1-10003","","","","0","2357520","04/06/2024","Giro"
"LALAMOVE","","","","","","","EXP/00453","03/06/2024","","","Tidak","6-60209","Legal & Profesional","Biaya Retribusi Paku S Palang Putih 280 kg Up. PT Tritools Indonesia","","7000","Ya","1-10003","","","","0","7000","03/06/2024","Giro"
"LALAMOVE","","","","","","","EXP/00452","03/06/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Putih 280 kg Up. PT Tritools Indonesia","","143591","Ya","1-10001","","","","0","143591","03/06/2024","Cash"
"KOBRA","","","","","","","EXP/00451","03/06/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 50 kg Up. Fitra Yohana","","150000","Ya","1-10001","","","","0","150000","03/06/2024","Cash"
"KOBRA","","","","","","","EXP/00450","03/06/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 30 kg Up. Heri Sucipto","","90000","Ya","1-10001","","","","0","90000","03/06/2024","Cash"
"Bank MANDIRI","","","","","","","EXP/00448","03/06/2024","","","Tidak","6-60214","Pajak dan Perizinan","Pembayaran Sewa Tempat Juni 2024","","3000000","Ya","1-10002","","","","0","3000000","03/06/2024","Bank Account"
"M Munir","","","","","","","EXP/00447","03/06/2024","","","Tidak","6-60101","Gaji","Payroll Mei 2024 (Direktur)","","3000000","Ya","1-10002","","","","0","3000000","03/06/2024","Bank Account"
"Santi Yulianti","","","","","","","EXP/00446","03/06/2024","","","Tidak","6-60102","Upah","Payroll Mei 2024 (Admin)","","2500000","Ya","1-10003","Upah","","","0","2500000","03/06/2024","Giro"
"TOSERBA","","","","","","","EXP/00445","02/06/2024","","","Tidak","6-60205","Entertain","Entertain (Makan Siang Teknisi)","","28000","Ya","1-10001","","","","0","28000","02/06/2024","Cash"
"TOSERBA","","","","","","","EXP/00444","02/06/2024","","","Tidak","6-60205","Entertain","Entertain (Air Mineral & Kopi Teknisi)","","8000","Ya","1-10001","","","","0","8000","02/06/2024","Cash"
"LALAMOVE","","","","","","","EXP/00443","01/06/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Bahan Baku PP Cosmoplene W101E (Homo PP) 1.000 kg","","180000","Ya","1-10003","","","","0","180000","01/06/2024","Giro"
"TOSERBA","","","","","","","EXP/00442","31/05/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Sapu","","20000","Ya","1-10001","","","","0","20000","31/05/2024","Cash"
"J&T CARGO","","","","","","","EXP/00441","31/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pickup Bulanan J&T Cargo Mei 2024","","200000","Ya","1-10001","","","","0","200000","31/05/2024","Cash"
"BANK OPERASIONAL","","","","","","","EXP/00440","31/05/2024","","","Tidak","8-80000","Beban Bunga","BCA Operasional - Pajak Bunga","","20.22","Ya","1-10003","","","","0","20.22","31/05/2024","Giro"
"Bank Corporate","","","","","","","EXP/00439","31/05/2024","31/05/2024","","Tidak","8-80000","Beban Bunga","BCA - Biaya Admin","","30000","Ya","1-10002","","","","0","30000","31/05/2024","Bank Account"
"ASTUTI","","","","","","","EXP/00438","31/05/2024","","","Tidak","6-60102","Upah","Payroll Astuti (4 D)","","320000","Ya","1-10001","","","","0","320000","31/05/2024","Cash"
"HAFIZ","","","","","","","EXP/00437","31/05/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz (4 D)","","400000","Ya","1-10001","","","","0","400000","31/05/2024","Cash"
"GOFUR","","","","","","","EXP/00436","31/05/2024","","","Tidak","6-60102","Upah","Payroll Pak Gofur (5 D)","","350000","Ya","1-10001","","","","0","350000","31/05/2024","Cash"
"TOHARI","","","","","","","EXP/00435","31/05/2024","","","Tidak","6-60102","Upah","Payroll Mei 2024 (Kepala Pabrik)","","4000000","Ya","1-10003","Upah","","","0","4000000","31/05/2024","Giro"
"TOSERBA","","","","","","","EXP/00431","27/05/2024","","","Tidak","6-60205","Entertain","Entertain ( Air Isi Ulang 2 Galon)","","10000","Ya","1-10001","","","","0","10000","27/05/2024","Cash"
"LALAMOVE","","","","","","","EXP/00428","25/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pembayaran ekspedisi pak siswo","","1030000","Ya","1-10003","","","","0","1030000","25/05/2024","Giro"
"TOKO ONLINE","","","","","","","EXP/00427","24/05/2024","","","Tidak","6-60001","Iklan & Promosi","Pembelian Sample Paku S Polos Gerigi 1 kg","","32500","Ya","1-10003","","","","0","32500","24/05/2024","Giro"
"TOKO ONLINE","","","","","","","EXP/00426","24/05/2024","","","Tidak","6-60001","Iklan & Promosi","Pembelian Sample Paku S Palang Gerigi 1 kg","","32000","Ya","1-10003","","","","0","32000","24/05/2024","Giro"
"BANK OPERASIONAL","","","","","","","EXP/00425","23/05/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10003","","","","0","2500","23/05/2024","Giro"
"MADAM TAX","","","","","","","EXP/00424","23/05/2024","","","Tidak","6-60214","Pajak dan Perizinan","Pempayaran SPM Masa Mei 2024","","500000","Ya","1-10003","","","","0","500000","23/05/2024","Giro"
"GOFUR","","","","","","","EXP/00423","22/05/2024","","","Tidak","6-60102","Upah","Payroll Pak Gofur (2 D)","","140000","Ya","1-10001","","","","0","140000","22/05/2024","Cash"
"HAFIZ","","","","","","","EXP/00422","22/05/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz (2 D)","","200000","Ya","1-10001","","","","0","200000","22/05/2024","Cash"
"ASTUTI","","","","","","","EXP/00421","22/05/2024","","","Tidak","6-60102","Upah","Payroll Astuti (3 D)","","240000","Ya","1-10001","","","","0","240000","22/05/2024","Cash"
"DIRJEN PAJAK","","","","","","","EXP/00420","22/05/2024","","","Tidak","9-90000","Beban Pajak - Kini","Pembayaran Pajak Daerah - PBB Kab Tangerang K 18/14","","279000","Ya","1-10001","","","","0","279000","22/05/2024","Cash"
"SUJANA","","","","","","","EXP/00419","19/05/2024","","","Tidak","6-60002","Komisi & Fee","Komisi Penjualan Mold Tutup Galon 12 Cav","","500000","Ya","1-10003","","","","0","500000","19/05/2024","Giro"
"FOTO COPY MENTARI","","","","","","","EXP/00418","18/05/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Tinta Stample Biru","","12000","Ya","1-10001","","","","0","12000","18/05/2024","Cash"
"POM BENSIN","","","","","","","EXP/00417","18/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","18/05/2024","Cash"
"KOBRA","","","","","","","EXP/00416","18/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 30 kg Up. PT Rimba Sempana","","150000","Ya","1-10001","","","","0","150000","18/05/2024","Cash"
"KOBRA","","","","","","","EXP/00415","18/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 40 kg Up. Sholihul Hadi","","120000","Ya","1-10001","","","","0","120000","18/05/2024","Cash"
"ASTUTI","","","","","","","EXP/00414","18/05/2024","","","Tidak","6-60102","Upah","Payroll Astuti (6 D)","","480000","Ya","1-10003","","","","0","480000","18/05/2024","Giro"
"GOFUR","","","","","","","EXP/00413","18/05/2024","","","Tidak","6-60102","Upah","Payroll Pak Gofur (6 D)","","420000","Ya","1-10003","","","","0","420000","18/05/2024","Giro"
"HAFIZ","","","","","","","EXP/00412","18/05/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz (6 D)","","600000","Ya","1-10003","","","","0","600000","18/05/2024","Giro"
"BANK OPERASIONAL","","","","","","","EXP/00410","17/05/2024","","","Tidak","8-80000","Beban Bunga","BCA Operasional - Biaya Admin","","16000","Ya","1-10003","","","","0","16000","17/05/2024","Giro"
"BANK BRI","","","","","","","EXP/00408","16/05/2024","16/05/2024","","Tidak","8-80000","Beban Bunga","BRI - Monthly Fee ATM","","2500","Ya","1-10004","","","","0","2500","16/05/2024","Bank BRI"
"BANK BRI","","","","","","","EXP/00407","16/05/2024","16/05/2024","","Tidak","8-80000","Beban Bunga","BRI - Admin Fee","","5500","Ya","1-10004","","","","0","5500","16/05/2024","Bank BRI"
"I SEVEN","","","","","","","EXP/00400","13/05/2024","","","Tidak","6-60206","Komunikasi - Umum","Pembayaran Tagihan WiFi","","225000","Ya","1-10003","","","","0","225000","13/05/2024","Giro"
"PDAM","","","","","","","EXP/00399","13/05/2024","","","Tidak","6-60217","Listrik","Pembayaran Air PDAM Meteran 2","","30000","Ya","1-10003","","","","0","30000","13/05/2024","Giro"
"PDAM","","","","","","","EXP/00398","13/05/2024","","","Tidak","6-60217","Listrik","Pembayaran Air PDAM Meteran 1","","36700","Ya","1-10003","","","","0","36700","13/05/2024","Giro"
"PLN","","","","","","","EXP/00397","13/05/2024","","","Tidak","6-60217","Listrik","Pembayaran Tagihan Listrik","","4206372","Ya","1-10002","","","","0","4206372","13/05/2024","Bank Account"
"DISHUB","","","","","","","EXP/00394","12/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","biaya kir mobil losbak","","350000","Ya","1-10001","","","","0","350000","12/05/2024","Cash"
"DIRJEN PAJAK","","","","","","","EXP/00390","12/05/2024","","","Tidak","6-60214","Pajak dan Perizinan","Pembayaran PPh Pasal 4 Ayat 2 (Sewa Tanah dan/atau Bangunan)","","300000","Ya","1-10002","","","","0","300000","12/05/2024","Bank Account"
"LALAMOVE","","","","","","","EXP/00389","11/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP NJI","","680000","Ya","1-10003","","","","0","680000","11/05/2024","Giro"
"ASTUTI","","","","","","","EXP/00388","10/05/2024","","","Tidak","6-60102","Upah","Payroll Astuti (6 D) + 20%","","500000","Ya","1-10001","","","","0","500000","10/05/2024","Cash"
"TOKO BANGUNAN","","","","","","","EXP/00386","09/05/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Pahat Beton","","25000","Ya","1-10001","","","","0","25000","09/05/2024","Cash"
"TOSERBA","","","","","","","EXP/00385","09/05/2024","","","Tidak","6-60205","Entertain","Entertain Teknisi Molding (Makan & Minum)","","39000","Ya","1-10001","","","","0","39000","09/05/2024","Cash"
"AJI","","","","","","","EXP/00384","09/05/2024","","","Tidak","5-50200","Retur Pembelian","Jasa Teknisi","","500000","Ya","1-10003","","","","0","500000","09/05/2024","Giro"
"TOSERBA","","","","","","","EXP/00382","08/05/2024","","","Tidak","5-50500","Biaya Produksi","Pembelian Plastik Label 4 pack","","40000","Ya","1-10001","","","","0","40000","08/05/2024","Cash"
"POM BENSIN","","","","","","","EXP/00381","08/05/2024","","","Tidak","6-60003","Bensin, Tol dan Parkir - Penjualan","Pembelian BBM","","20000","Ya","1-10001","","","","0","20000","08/05/2024","Cash"
"KOBRA","","","","","","","EXP/00380","08/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 30 kg Up. PT Rimba Sempana","","150000","Ya","1-10001","","","","0","150000","08/05/2024","Cash"
"LALAMOVE","","","","","","","EXP/00378","08/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Bahan Baku PE 25 kg","","9402","Ya","1-10001","","","","0","9402","08/05/2024","Cash"
"LALAMOVE","","","","","","","EXP/00375","08/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Bahan Baku PP TOPILENE J1105T 3.000 kg","","34000","Ya","1-10001","","","","0","34000","08/05/2024","Cash"
"LALAMOVE","","","","","","","EXP/00374","08/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Bahan Baku PP TOPILENE J1105T 3.000 kg","","514775","Ya","1-10003","","","","0","514775","08/05/2024","Giro"
"LALAMOVE","","","","","","","EXP/00367","06/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Per Mold","","28820","Ya","1-10001","","","","0","28820","06/05/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00366","06/05/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian per kuning 40-70","","440000","Ya","1-10003","","","","0","440000","06/05/2024","Giro"
"ASTUTI","","","","","","","EXP/00365","04/05/2024","","","Tidak","6-60102","Upah","Payroll Astuti (6 D)","","400000","Ya","1-10001","","","","0","400000","04/05/2024","Cash"
"HAFIZ","","","","","","","EXP/00364","04/05/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz (6 D)","","500000","Ya","1-10001","","","","0","500000","04/05/2024","Cash"
"IMA","","","","","","","EXP/00363","04/05/2024","","","Tidak","6-60002","Komisi & Fee","Fee Marketing IMA & Pak Agus","","1771680","Ya","1-10003","","","","0","1771680","04/05/2024","Giro"
"LALAMOVE","","","","","","","EXP/00360","02/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pengiriman CUP NJI 200 pcs Up. Pak Aldi (Jl. Johar Baru)","","81453","Ya","1-10001","","","","0","81453","02/05/2024","Cash"
"PT Yoboy Oswald Imaji","","","Gedung Pusat Perfilman H Usmar Ismail, Lt 2 Ruang 210 Jl HR Rasuna Said, Kav C 22, Karet Kuningan, Kota Adm Jakarta Selatan, DKI Jakarta","","","","EXP/00359","02/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Retur CUP NJI 200 pcs Up. Pak Aldi (Jl. Johar Baru)","","102200","Ya","1-10001","","","","0","102200","02/05/2024","Cash"
"Bank MANDIRI","","","","","","","EXP/00357","02/05/2024","","","Tidak","6-60400","Biaya Sewa - Bangunan","Biaya Sewa Tempat Apr 2024","","3000000","Ya","1-10002","","","","0","3000000","02/05/2024","Bank Account"
"M Munir","","","","","","","EXP/00356","02/05/2024","","","Tidak","6-60101","Gaji","Payroll Apr 2024 (Direktur)","","3000000","Ya","1-10002","","","","0","3000000","02/05/2024","Bank Account"
"Bank Corporate","","","","","","","EXP/00355","30/04/2024","30/04/2024","","Tidak","8-80000","Beban Bunga","BCA - Biaya Admin","","30000","Ya","1-10002","","","","0","30000","30/04/2024","Bank Account"
"BANK OPERASIONAL","","","","","","","EXP/00354","30/04/2024","","","Tidak","8-80000","Beban Bunga","BCA OP - Pajak Bunga","","39.25","Ya","1-10003","","","","0","39.25","30/04/2024","Giro"
"Santi Yulianti","","","","","","","EXP/00353","30/04/2024","","","Tidak","6-60101","Gaji","Payroll Apr 2024 (Admin)","","2500000","Ya","1-10003","","","","0","2500000","30/04/2024","Giro"
"TOHARI","","","","","","","EXP/00352","30/04/2024","","","Tidak","6-60101","Gaji","Payroll Apr 2024 (Kepala Pabrik)","","4000000","Ya","1-10003","","","","0","4000000","30/04/2024","Giro"
"HAFIZ","","","","","","","EXP/00351","30/04/2024","","","Tidak","6-60002","Komisi & Fee","Fee Marketing + Titip Harga","","560000","Ya","1-10003","","","","0","560000","30/04/2024","Giro"
"J&T CARGO","","","","","","","EXP/00350","30/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pickup Bulanan J&T Cargo April 2024","","200000","Ya","1-10001","","","","0","200000","30/04/2024","Cash"
"POM BENSIN","","","","","","","EXP/00349","29/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","29/04/2024","Cash"
"KURIR","","","","","","","EXP/00348","29/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Bongkar Bahan Baku PP Palet Hitam 1 ton","","20000","Ya","1-10001","","","","0","20000","29/04/2024","Cash"
"KOBRA","","","","","","","EXP/00347","28/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 100 kg Up. Bpk Abu Salim (Kobra)","","300000","Ya","1-10001","","","","0","300000","28/04/2024","Cash"
"TOSERBA","","","","","","","EXP/00346","28/04/2024","","","Tidak","6-60205","Entertain","Entertain (Meeting J&T Cargo Jeding)","","128000","Ya","1-10001","","","","0","128000","28/04/2024","Cash"
"TOSERBA","","","","","","","EXP/00345","28/04/2024","","","Tidak","6-60205","Entertain","Parkir Grand Batavia","","5000","Ya","1-10001","","","","0","5000","28/04/2024","Cash"
"TOSERBA","","","","","","","EXP/00344","28/04/2024","","","Tidak","6-60205","Entertain","Entertain (Meeting J&T Cargo Kopi Kenangan)","","94000","Ya","1-10001","","","","0","94000","28/04/2024","Cash"
"HAFIZ","","","","","","","EXP/00342","27/04/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz (6 D)","","600000","Ya","1-10001","","","","0","600000","27/04/2024","Cash"
"OLA","","","","","","","EXP/00341","27/04/2024","","","Tidak","6-60102","Upah","Payroll Ola (3 D)","","210000","Ya","1-10001","","","","0","210000","27/04/2024","Cash"
"ASTUTI","","","","","","","EXP/00340","27/04/2024","","","Tidak","6-60102","Upah","Payrol Astuti (6 D)","","480000","Ya","1-10001","","","","0","480000","27/04/2024","Cash"
"Gunadi","","","","","","","EXP/00339","27/04/2024","","","Tidak","5-50200","Retur Pembelian","Pembayaran Jasa Pak Gunawan","","500000","Ya","1-10001","","","","0","500000","27/04/2024","Cash"
"KURIR","","","","","","","EXP/00338","26/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Muat Paku S Palang Hitam 400 Kg Up. PT Indotama Omicron Kahar via Truk (Kelik)","","20000","Ya","1-10001","","","","0","20000","26/04/2024","Cash"
"KURIR","","","","","","","EXP/00337","25/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Muat Bahan Baku PP J1105T 1 ton Up. PT Plastrade World","","20000","Ya","1-10001","","","","0","20000","25/04/2024","Cash"
"TOSERBA","","","","","","","EXP/00335","25/04/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Gunting Potong","","35000","Ya","1-10001","","","","0","35000","25/04/2024","Cash"
"POM BENSIN","","","","","","","EXP/00334","25/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","25/04/2024","Cash"
"LALAMOVE","","","","","","","EXP/00333","25/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP 12 OZ OVAL POLOS 60 Karton Up. Bpk Efendi (Kelapa Gading)","","350000","Ya","1-10003","","","","0","350000","25/04/2024","Giro"
"LALAMOVE","","","","","","","EXP/00332","25/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP 12 OZ OVAL NJI 60 Karton Up. Dias (Utan Jati) PO.2024.03.00032 1/2","","275000","Ya","1-10003","","","","0","275000","25/04/2024","Giro"
"KOBRA","","","","","","","EXP/00331","24/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 30 kg Up. PT Rimba Sempana Indonesia (Kobra)","","150000","Ya","1-10001","","","","0","150000","24/04/2024","Cash"
"KURIR","","","","","","","EXP/00330","22/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Bongkar Bahan Baku PP Palet Hitam 2 ton","","20000","Ya","1-10001","","","","0","20000","22/04/2024","Cash"
"LALAMOVE","","","","","","","EXP/00329","22/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP 12 OZ OVAL NJI 60 Karton Up. Dias (Utan Jati) PO.2024.03.00025 2/2","","249470","Ya","1-10001","","","","0","249470","22/04/2024","Cash"
"BANK OPERASIONAL","","","","","","","EXP/00328","19/04/2024","","","Tidak","8-80000","Beban Bunga","BCA OP - Biaya Admin","","16000","Ya","1-10003","","","","0","16000","19/04/2024","Giro"
"KURIR","","","","","","","EXP/00327","19/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 1.200 kg Up. Indra Yunsetianto via Truk (Wahid)","","1800000","Ya","1-10003","","","","0","1800000","19/04/2024","Giro"
"TOKO MOULDING","","","","","","","EXP/00326","19/04/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian BMP M6 x 30","","5000","Ya","1-10001","","","","0","5000","19/04/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00325","19/04/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Isolasi","","10000","Ya","1-10001","","","","0","10000","19/04/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00324","19/04/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Bor Tembok 12 mm","","45000","Ya","1-10001","","","","0","45000","19/04/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00323","19/04/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Sekrup PH 8 x 1","","17000","Ya","1-10001","","","","0","17000","19/04/2024","Cash"
"KURIR","","","","","","","EXP/00319","18/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Muat Paku S Palang Hitam 1.200 Kg Up. Bpk Indra Yunsetianto via Truk (Wahid)","","20000","Ya","1-10001","","","","0","20000","18/04/2024","Cash"
"BANK BRI","","","","","","","EXP/00317","16/04/2024","16/04/2024","","Tidak","8-80000","Beban Bunga","BRI - Monthly Fee ATM","","2500","Ya","1-10004","","","","0","2500","16/04/2024","Bank BRI"
"BANK BRI","","","","","","","EXP/00316","16/04/2024","16/04/2024","","Tidak","8-80000","Beban Bunga","BRI - Admin Fee","","5500","Ya","1-10004","","","","0","5500","16/04/2024","Bank BRI"
"TOKO ONLINE","","","","","","","EXP/00315","16/04/2024","","","Tidak","6-60200","Donasi","Pembelian Makanan Ikan Koi","","176200","Ya","1-10003","","","","0","176200","16/04/2024","Giro"
"PDAM","","","","","","","EXP/00314","14/04/2024","","","Tidak","6-60217","Listrik","Pembayaran Tagihan Air PDAM Meteran 2","","30000","Ya","1-10003","","","","0","30000","14/04/2024","Giro"
"PDAM","","","","","","","EXP/00313","14/04/2024","","","Tidak","6-60217","Listrik","Pembayaran Tagihan Air PDAM Meteran 1","","98000","Ya","1-10003","","","","0","98000","14/04/2024","Giro"
"PLN","","","","","","","EXP/00312","14/04/2024","","","Tidak","6-60217","Listrik","Pembayaran Tagihan Listrik April 2024","","4178767","Ya","1-10002","","","","0","4178767","14/04/2024","Bank Account"
"I SEVEN","","","","","","","EXP/00311","13/04/2024","","","Tidak","6-60206","Komunikasi - Umum","Pembayaran Tagihan WiFi Maret 2024","","225000","Ya","1-10003","","","","0","225000","13/04/2024","Giro"
"BANK BRI","","","","","","","EXP/00310","10/04/2024","10/04/2024","","Tidak","8-80000","Beban Bunga","BRI - Biaya SMS 1 Notifikasi","","750","Ya","1-10004","","","","0","750","10/04/2024","Bank BRI"
"BANK OPERASIONAL","","","","","","","EXP/00309","09/04/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10003","","","","0","2500","09/04/2024","Giro"
"MADAM TAX","","","","","","","EXP/00308","09/04/2024","","","Tidak","6-60214","Pajak dan Perizinan","Pembayaran SPM Masa Maret 2024","","500000","Ya","1-10003","","","","0","500000","09/04/2024","Giro"
"BANK BRI","","","","","","","EXP/00307","07/04/2024","07/04/2024","","Tidak","8-80000","Beban Bunga","BRI - Biaya SMS 2 Notifikasi","","1500","Ya","1-10004","","","","0","1500","07/04/2024","Bank BRI"
"HAFIZ","","","","","","","EXP/00304","06/04/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz (4 D)","","400000","Ya","1-10001","","","","0","400000","06/04/2024","Cash"
"ASTUTI","","","","","","","EXP/00303","06/04/2024","","","Tidak","6-60102","Upah","Payroll Astuti (4 D)","","320000","Ya","1-10001","","","","0","320000","06/04/2024","Cash"
"OLA","","","","","","","EXP/00302","06/04/2024","","","Tidak","6-60102","Upah","Payroll Ola (3 D)","","210000","Ya","1-10001","","","","0","210000","06/04/2024","Cash"
"M Munir","","","","","","","EXP/00301","05/04/2024","","","Tidak","6-60106","THR & Bonus","Pembayaran THR Direktur","","3000000","Ya","1-10002","THR","","","0","3000000","05/04/2024","Bank Account"
